Unnamed: 0,Title,Rank,Type,Episodes,Aired,Members,page_url,image_url,Score
3349,Girls & Panzer Movie: Cinematic Concert - Fushou Akiyama Yukari no Sensha Kouza - Shoujun-hen,6221,Special,1,Dec 2017 - Dec 2017,2542,https://myanimelist.net/anime/49153/Girls___Panzer_Movie__Cinematic_Concert_-_Fushou_Akiyama_Yukari_no_Sensha_Kouza_-_Shoujun-hen,https://myanimelist.net/anime/49153/Girls___Panzer_Movie__Cinematic_Concert_-_Fushou_Akiyama_Yukari_no_Sensha_Kouza_-_Shoujun-hen/pics,6.53
3350,Arifureta Shokugyou de Sekai Saikyou Specials,5299,Special,2,Dec 2019 - Feb 2020,67399,https://myanimelist.net/anime/40083/Arifureta_Shokugyou_de_Sekai_Saikyou_Specials,https://myanimelist.net/anime/40083/Arifureta_Shokugyou_de_Sekai_Saikyou_Specials/pics,6.71
3351,Barakamon,185,TV,12,Jul 2014 - Sep 2014,640386,https://myanimelist.net/anime/22789/Barakamon,https://myanimelist.net/anime/22789/Barakamon/pics,8.38
3352,Gulliver no Uchuu Ryokou,9993,Movie,1,Mar 1965 - Mar 1965,1579,https://myanimelist.net/anime/2833/Gulliver_no_Uchuu_Ryokou,https://myanimelist.net/anime/2833/Gulliver_no_Uchuu_Ryokou/pics,5.73
3353,Orenchi no Furo Jijou,4181,TV,13,Oct 2014 - Dec 2014,110697,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou,https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou/pics,6.96
3354,Tabidachi: Ami Shuushou,11202,Movie,1,Jun 1986 - Jun 1986,1380,https://myanimelist.net/anime/5640/Tabidachi__Ami_Shuushou,https://myanimelist.net/anime/5640/Tabidachi__Ami_Shuushou/pics,5.38
3355,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,4217,Special,1,Jul 2008 - Jul 2008,5401,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan,https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan/pics,6.95
3356,Xing Hai Qishi: Xinghuo Chongran,7797,Special,1,Jan 2022 - Jan 2022,374,https://myanimelist.net/anime/51198/Xing_Hai_Qishi__Xinghuo_Chongran,https://myanimelist.net/anime/51198/Xing_Hai_Qishi__Xinghuo_Chongran/pics,6.22
3357,Re-Main,3056,TV,12,Jul 2021 - Oct 2021,124510,https://myanimelist.net/anime/48406/Re-Main,https://myanimelist.net/anime/48406/Re-Main/pics,7.2
3358,Kimera,11880,OVA,1,Jul 1996 - Jul 1996,7769,https://myanimelist.net/anime/2592/Kimera,https://myanimelist.net/anime/2592/Kimera/pics,5.09
3359,Bishoujo Senshi Sailor Moon R: The Movie,1110,Movie,1,Dec 1993 - Dec 1993,64226,https://myanimelist.net/anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie,https://myanimelist.net/anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie/pics,7.71
3360,3-gatsu no Lion 2nd Season,17,TV,22,Oct 2017 - Mar 2018,385054,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season,https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season/pics,8.93
3361,Saint Seiya: Shinku no Shounen Densetsu,3057,Movie,1,Jul 1988 - Jul 1988,15767,https://myanimelist.net/anime/1255/Saint_Seiya__Shinku_no_Shounen_Densetsu,https://myanimelist.net/anime/1255/Saint_Seiya__Shinku_no_Shounen_Densetsu/pics,7.2
3362,Boku no Hero Academia the Movie 3: World Heroes' Mission,1439,Movie,1,Aug 2021 - Aug 2021,227445,https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission,https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission/pics,7.58
3363,Shingeki no Kyojin: Kuinaki Sentaku,165,OVA,2,Dec 2014 - Apr 2015,490647,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku/pics,8.41
3364,Chu Feng: Yi Dian Zhi Zi,9129,ONA,12,Nov 2020 - Jan 2021,1742,https://myanimelist.net/anime/44062/Chu_Feng__Yi_Dian_Zhi_Zi,https://myanimelist.net/anime/44062/Chu_Feng__Yi_Dian_Zhi_Zi/pics,5.94
3365,Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,9049,Special,1,Sep 2002 - Sep 2002,697,https://myanimelist.net/anime/40250/Cyborg_009__The_Cyborg_Soldier_-_Yomi_no_Gunzou,https://myanimelist.net/anime/40250/Cyborg_009__The_Cyborg_Soldier_-_Yomi_no_Gunzou/pics,5.96
3366,Golgo 13,5017,Movie,1,May 1983 - May 1983,17991,https://myanimelist.net/anime/1760/Golgo_13,https://myanimelist.net/anime/1760/Golgo_13/pics,6.77
3367,Saenai Heroine no Sodatekata ♭,1012,TV,11,Apr 2017 - Jun 2017,353353,https://myanimelist.net/anime/30727/Saenai_Heroine_no_Sodatekata_♭,https://myanimelist.net/anime/30727/Saenai_Heroine_no_Sodatekata_♭/pics,7.76
3368,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,1979,Movie,1,Jun 2013 - Jun 2013,62207,https://myanimelist.net/anime/17187/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_1_Ghost_Pain,https://myanimelist.net/anime/17187/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_1_Ghost_Pain/pics,7.43
3369,Sansha Sanyou Specials,5060,Special,3,Jun 2016 - Aug 2016,6988,https://myanimelist.net/anime/33173/Sansha_Sanyou_Specials,https://myanimelist.net/anime/33173/Sansha_Sanyou_Specials/pics,6.76
3370,Loups=Garous,7652,Movie,1,Aug 2010 - Aug 2010,17515,https://myanimelist.net/anime/7598/Loups_Garous,https://myanimelist.net/anime/7598/Loups_Garous/pics,6.25
3371,Omae Umasou da na,577,Movie,1,Oct 2010 - Oct 2010,19081,https://myanimelist.net/anime/9204/Omae_Umasou_da_na,https://myanimelist.net/anime/9204/Omae_Umasou_da_na/pics,8.01
3372,Seishun Fuufu Monogatari: Koiko no Mainichi,11199,OVA,2,Sep 1989 - Mar 1990,723,https://myanimelist.net/anime/10045/Seishun_Fuufu_Monogatari__Koiko_no_Mainichi,https://myanimelist.net/anime/10045/Seishun_Fuufu_Monogatari__Koiko_no_Mainichi/pics,5.38
3373,Hunter x Hunter: Greed Island,370,OVA,8,Feb 2003 - Apr 2003,150635,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island/pics,8.18
3374,Shaonian Jinyiwei,8388,ONA,13,Feb 2017 - May 2017,1110,https://myanimelist.net/anime/36644/Shaonian_Jinyiwei,https://myanimelist.net/anime/36644/Shaonian_Jinyiwei/pics,6.1
3375,Nijiiro Days: Nijiiro Biyori,5119,OVA,1,Sep 2016 - Sep 2016,18183,https://myanimelist.net/anime/33181/Nijiiro_Days__Nijiiro_Biyori,https://myanimelist.net/anime/33181/Nijiiro_Days__Nijiiro_Biyori/pics,6.75
3376,Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,10195,Movie,1,Jan 2009 - Jan 2009,596,https://myanimelist.net/anime/6156/Xi_Yangyang_Yu_Hui_Tailang__Niu_Qi_Chong_Tian,https://myanimelist.net/anime/6156/Xi_Yangyang_Yu_Hui_Tailang__Niu_Qi_Chong_Tian/pics,5.68
3377,5-toubun no Hanayome Movie,764,Movie,1,May 2022 - May 2022,207454,https://myanimelist.net/anime/48548/5-toubun_no_Hanayome_Movie,https://myanimelist.net/anime/48548/5-toubun_no_Hanayome_Movie/pics,7.88
3378,Peace Maker Kurogane Movie 1: Omou Michi,5649,Movie,1,Jun 2018 - Jun 2018,7325,https://myanimelist.net/anime/33185/Peace_Maker_Kurogane_Movie_1__Omou_Michi,https://myanimelist.net/anime/33185/Peace_Maker_Kurogane_Movie_1__Omou_Michi/pics,6.64
3379,Pokemon (2023),1730,TV,?,Apr 2023 -,20774,https://myanimelist.net/anime/53876/Pokemon_2023,https://myanimelist.net/anime/53876/Pokemon_2023/pics,7.5
3380,KochinPa! Dainiki,12605,TV,24,Dec 2016 - May 2017,1497,https://myanimelist.net/anime/34503/KochinPa_Dainiki,https://myanimelist.net/anime/34503/KochinPa_Dainiki/pics,4.4
3381,Mawaru Penguindrum,667,TV,24,Jul 2011 - Dec 2011,293088,https://myanimelist.net/anime/10721/Mawaru_Penguindrum,https://myanimelist.net/anime/10721/Mawaru_Penguindrum/pics,7.94
3382,Tegamibachi: Hikari to Ao no Gensou Yawa,1956,Special,1,Nov 2008 - Nov 2008,14346,https://myanimelist.net/anime/5538/Tegamibachi__Hikari_to_Ao_no_Gensou_Yawa,https://myanimelist.net/anime/5538/Tegamibachi__Hikari_to_Ao_no_Gensou_Yawa/pics,7.43
3383,Sakasama no Patema,638,Movie,1,Nov 2013 - Nov 2013,280760,https://myanimelist.net/anime/12477/Sakasama_no_Patema,https://myanimelist.net/anime/12477/Sakasama_no_Patema/pics,7.96
3384,A-Girl,10696,OVA,1,Sep 1993 - Sep 1993,3595,https://myanimelist.net/anime/5447/A-Girl,https://myanimelist.net/anime/5447/A-Girl/pics,5.54
3385,Fate/stay night,2636,TV,24,Jan 2006 - Jun 2006,916862,https://myanimelist.net/anime/356/Fate_stay_night,https://myanimelist.net/anime/356/Fate_stay_night/pics,7.28
3386,Chikyuu Shoujo Arjuna,4955,TV,13,Jan 2001 - Mar 2001,33034,https://myanimelist.net/anime/812/Chikyuu_Shoujo_Arjuna,https://myanimelist.net/anime/812/Chikyuu_Shoujo_Arjuna/pics,6.78
3387,Ao no Exorcist: Kuro no Iede,2628,Special,1,Oct 2011 - Oct 2011,131636,https://myanimelist.net/anime/11266/Ao_no_Exorcist__Kuro_no_Iede,https://myanimelist.net/anime/11266/Ao_no_Exorcist__Kuro_no_Iede/pics,7.28
3388,15-pun de Oitsukeru: Shingeki no Kyojin,8120,ONA,1,Dec 2020 - Dec 2020,1959,https://myanimelist.net/anime/51240/15-pun_de_Oitsukeru__Shingeki_no_Kyojin,https://myanimelist.net/anime/51240/15-pun_de_Oitsukeru__Shingeki_no_Kyojin/pics,6.15
3389,Cheburashka Arere?,6845,TV,26,Oct 2009 - Mar 2010,3395,https://myanimelist.net/anime/7176/Cheburashka_Arere,https://myanimelist.net/anime/7176/Cheburashka_Arere/pics,6.41
3390,Greek Roman Sinhwa: Olympus Guardian,9766,TV,39,Dec 2002 - Jul 2003,1296,https://myanimelist.net/anime/16027/Greek_Roman_Sinhwa__Olympus_Guardian,https://myanimelist.net/anime/16027/Greek_Roman_Sinhwa__Olympus_Guardian/pics,5.79
3391,Short Peace Opening,8097,Special,1,Jul 2013 - Jul 2013,6539,https://myanimelist.net/anime/19573/Short_Peace_Opening,https://myanimelist.net/anime/19573/Short_Peace_Opening/pics,6.16
3392,DearS: Kin no Tama desu no?,4958,Special,1,Mar 2005 - Mar 2005,25950,https://myanimelist.net/anime/1817/DearS__Kin_no_Tama_desu_no,https://myanimelist.net/anime/1817/DearS__Kin_no_Tama_desu_no/pics,6.78
3393,Plastic Memories,716,TV,13,Apr 2015 - Jun 2015,907720,https://myanimelist.net/anime/27775/Plastic_Memories,https://myanimelist.net/anime/27775/Plastic_Memories/pics,7.91
3394,Mahoromatic: Automatic Maiden,3302,TV,12,Oct 2001 - Dec 2001,61892,https://myanimelist.net/anime/276/Mahoromatic__Automatic_Maiden,https://myanimelist.net/anime/276/Mahoromatic__Automatic_Maiden/pics,7.15
3395,Gallery Fake,2099,TV,37,Jan 2005 - Sep 2005,14533,https://myanimelist.net/anime/364/Gallery_Fake,https://myanimelist.net/anime/364/Gallery_Fake/pics,7.4
3396,God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,10228,Special,1,Mar 2018 - Mar 2018,5807,https://myanimelist.net/anime/37663/God_Eater_Reso_Nantoka_Gekijou__Nagerareta_Shokupan,https://myanimelist.net/anime/37663/God_Eater_Reso_Nantoka_Gekijou__Nagerareta_Shokupan/pics,5.67
3397,Hakubunchou no Shiro,8134,ONA,1,Nov 2020 - Nov 2020,316,https://myanimelist.net/anime/49654/Hakubunchou_no_Shiro,https://myanimelist.net/anime/49654/Hakubunchou_no_Shiro/pics,6.15
3398,Onyankopon,12608,ONA,12,Oct 2017 - Dec 2017,1652,https://myanimelist.net/anime/35971/Onyankopon,https://myanimelist.net/anime/35971/Onyankopon/pics,4.39
3399,Peeping Life: The Perfect Extension,10432,OVA,10,Sep 2011 - Sep 2011,632,https://myanimelist.net/anime/16377/Peeping_Life__The_Perfect_Extension,https://myanimelist.net/anime/16377/Peeping_Life__The_Perfect_Extension/pics,5.62
3400,Haikyuu!! Movie 4: Concept no Tatakai,345,Movie,1,Sep 2017 - Sep 2017,78312,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai/pics,8.2
3401,Jinki:Extend - Sorekara,8354,OVA,1,Feb 2006 - Feb 2006,2964,https://myanimelist.net/anime/848/Jinki_Extend_-_Sorekara,https://myanimelist.net/anime/848/Jinki_Extend_-_Sorekara/pics,6.11
3402,Hana no Hanashi,12433,Movie,1,2010 - 2010,363,https://myanimelist.net/anime/30393/Hana_no_Hanashi,https://myanimelist.net/anime/30393/Hana_no_Hanashi/pics,4.67
3403,Sougen no Ko Tenguri,8965,Movie,1,1977 - 1977,1169,https://myanimelist.net/anime/11561/Sougen_no_Ko_Tenguri,https://myanimelist.net/anime/11561/Sougen_no_Ko_Tenguri/pics,5.98
3404,Haikyuu!! To the Top,202,TV,13,Jan 2020 - Apr 2020,881595,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top/pics,8.36
3405,SKET Dance: Tettei Bunseki Special,4363,Special,1,May 2011 - May 2011,5439,https://myanimelist.net/anime/10775/SKET_Dance__Tettei_Bunseki_Special,https://myanimelist.net/anime/10775/SKET_Dance__Tettei_Bunseki_Special/pics,6.92
3406,Ganbare Chibi Godzilla,11960,ONA,1,Oct 2018 - Oct 2018,475,https://myanimelist.net/anime/38616/Ganbare_Chibi_Godzilla,https://myanimelist.net/anime/38616/Ganbare_Chibi_Godzilla/pics,5.04
3407,Guitar,11754,Movie,1,2009 - 2009,251,https://myanimelist.net/anime/31510/Guitar,https://myanimelist.net/anime/31510/Guitar/pics,5.15
3408,2.43: Seiin Koukou Danshi Volley-bu Mini Anime,11493,ONA,8,Nov 2020 - Nov 2020,1746,https://myanimelist.net/anime/46000/243__Seiin_Koukou_Danshi_Volley-bu_Mini_Anime,https://myanimelist.net/anime/46000/243__Seiin_Koukou_Danshi_Volley-bu_Mini_Anime/pics,5.27
3409,Appaga Piryohae,7819,Movie,1,2005 - 2005,1154,https://myanimelist.net/anime/4099/Appaga_Piryohae,https://myanimelist.net/anime/4099/Appaga_Piryohae/pics,6.21
3410,Dia Horizon,11602,ONA,3,Aug 2017 - Aug 2017,576,https://myanimelist.net/anime/36018/Dia_Horizon,https://myanimelist.net/anime/36018/Dia_Horizon/pics,5.23
3411,Minna Atsumare! Falcom Gakuen SC,8875,TV,12,Jan 2015 - Mar 2015,3413,https://myanimelist.net/anime/25999/Minna_Atsumare_Falcom_Gakuen_SC,https://myanimelist.net/anime/25999/Minna_Atsumare_Falcom_Gakuen_SC/pics,6.0
3412,Sora no Otoshimono: Project Pink,2252,OVA,1,Sep 2010 - Sep 2010,106932,https://myanimelist.net/anime/7858/Sora_no_Otoshimono__Project_Pink,https://myanimelist.net/anime/7858/Sora_no_Otoshimono__Project_Pink/pics,7.36
3413,Ai Tenshi Densetsu Wedding Peach,5007,TV,51,Apr 1995 - Mar 1996,22452,https://myanimelist.net/anime/1533/Ai_Tenshi_Densetsu_Wedding_Peach,https://myanimelist.net/anime/1533/Ai_Tenshi_Densetsu_Wedding_Peach/pics,6.77
3414,Shigeru,12768,ONA,1,Jun 2014 - Jun 2014,1705,https://myanimelist.net/anime/31686/Shigeru,https://myanimelist.net/anime/31686/Shigeru/pics,3.1
3415,Ao no Orchestra,3330,TV,24,Apr 2023 -,43915,https://myanimelist.net/anime/51614/Ao_no_Orchestra,https://myanimelist.net/anime/51614/Ao_no_Orchestra/pics,7.14
3416,Little Witch Academia (TV),889,TV,25,Jan 2017 - Jun 2017,620044,https://myanimelist.net/anime/33489/Little_Witch_Academia_TV,https://myanimelist.net/anime/33489/Little_Witch_Academia_TV/pics,7.81
3417,"Kanojo, Okarishimasu Petit Special",11609,Special,1,Jan 2021 - Jan 2021,1732,https://myanimelist.net/anime/55032/Kanojo_Okarishimasu_Petit_Special,https://myanimelist.net/anime/55032/Kanojo_Okarishimasu_Petit_Special/pics,5.23
3418,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,4496,Movie,1,Jul 2008 - Jul 2008,88541,https://myanimelist.net/anime/4026/Pokemon_Movie_11__Giratina_to_Sora_no_Hanataba_Sheimi,https://myanimelist.net/anime/4026/Pokemon_Movie_11__Giratina_to_Sora_no_Hanataba_Sheimi/pics,6.88
3419,Bokura no Saibanin Monogatari,11600,ONA,1,May 2009 - May 2009,491,https://myanimelist.net/anime/6568/Bokura_no_Saibanin_Monogatari,https://myanimelist.net/anime/6568/Bokura_no_Saibanin_Monogatari/pics,5.23
3420,Majokko Tickle,7852,TV,45,Mar 1978 - Jan 1979,1368,https://myanimelist.net/anime/3881/Majokko_Tickle,https://myanimelist.net/anime/3881/Majokko_Tickle/pics,6.21
3421,Hanasakeru Seishounen,1147,TV,39,Apr 2009 - Feb 2010,67583,https://myanimelist.net/anime/5835/Hanasakeru_Seishounen,https://myanimelist.net/anime/5835/Hanasakeru_Seishounen/pics,7.7
3422,Digimon Adventure: Last Evolution Kizuna,381,Movie,1,Feb 2020 - Feb 2020,40748,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna/pics,8.17
3423,"Umi no Yami, Tsuki no Kage",9846,OVA,3,Oct 1989 - Oct 1989,2016,https://myanimelist.net/anime/4484/Umi_no_Yami_Tsuki_no_Kage,https://myanimelist.net/anime/4484/Umi_no_Yami_Tsuki_no_Kage/pics,5.77
3424,Wagahai wa Neko de Aru,10743,Special,1,Feb 1982 - Feb 1982,561,https://myanimelist.net/anime/20145/Wagahai_wa_Neko_de_Aru,https://myanimelist.net/anime/20145/Wagahai_wa_Neko_de_Aru/pics,5.53
3425,Yoru no Hi,12465,Movie,1,2005 - 2005,1573,https://myanimelist.net/anime/12919/Yoru_no_Hi,https://myanimelist.net/anime/12919/Yoru_no_Hi/pics,4.63
3426,Code Geass: Hangyaku no Lelouch,50,TV,25,Oct 2006 - Jul 2007,2158979,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch/pics,8.7
3427,Jue Shi Wu Hun,5770,ONA,340,Oct 2020 -,2537,https://myanimelist.net/anime/43626/Jue_Shi_Wu_Hun,https://myanimelist.net/anime/43626/Jue_Shi_Wu_Hun/pics,6.62
3428,"Kono Danshi, Ningyo Hiroimashita.",2648,OVA,1,Nov 2012 - Nov 2012,38325,https://myanimelist.net/anime/15439/Kono_Danshi_Ningyo_Hiroimashita,https://myanimelist.net/anime/15439/Kono_Danshi_Ningyo_Hiroimashita/pics,7.28
3429,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,3183,OVA,1,2003 - 2003,15332,https://myanimelist.net/anime/2513/Detective_Conan_OVA_03__Conan_and_Heiji_and_the_Vanished_Boy,https://myanimelist.net/anime/2513/Detective_Conan_OVA_03__Conan_and_Heiji_and_the_Vanished_Boy/pics,7.18
3430,Kanai,12262,ONA,1,Mar 2011 - Mar 2011,438,https://myanimelist.net/anime/24049/Kanai,https://myanimelist.net/anime/24049/Kanai/pics,4.82
3431,Kagaku Ninja-tai Gatchaman F,6860,TV,48,Oct 1979 - Aug 1980,2322,https://myanimelist.net/anime/6375/Kagaku_Ninja-tai_Gatchaman_F,https://myanimelist.net/anime/6375/Kagaku_Ninja-tai_Gatchaman_F/pics,6.41
3432,Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,5208,Special,1,Jul 2022 - Jul 2022,2145,https://myanimelist.net/anime/52573/Uta_no☆Prince-sama♪_Maji_Love_ST☆RISH_Tours__Tabi_no_Hajimari,https://myanimelist.net/anime/52573/Uta_no☆Prince-sama♪_Maji_Love_ST☆RISH_Tours__Tabi_no_Hajimari/pics,6.73
3433,Dr. Slump,4145,TV,74,Nov 1997 - Sep 1999,17584,https://myanimelist.net/anime/3312/Dr_Slump,https://myanimelist.net/anime/3312/Dr_Slump/pics,6.97
3434,A-Channel: Nabe wo Tabeyou,4646,Special,1,Sep 2017 - Sep 2017,8572,https://myanimelist.net/anime/35285/A-Channel__Nabe_wo_Tabeyou,https://myanimelist.net/anime/35285/A-Channel__Nabe_wo_Tabeyou/pics,6.85
3435,Mahou Shoujo Lyrical Nanoha: The Movie 1st,782,Movie,1,Jan 2010 - Jan 2010,30553,https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st,https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st/pics,7.87
3436,Huckleberry no Bouken,8116,TV,26,Jan 1976 - Jun 1976,1954,https://myanimelist.net/anime/2545/Huckleberry_no_Bouken,https://myanimelist.net/anime/2545/Huckleberry_no_Bouken/pics,6.16
3437,Aoki Densetsu Shoot! (Movie),5449,Movie,1,Dec 1994 - Dec 1994,2758,https://myanimelist.net/anime/2682/Aoki_Densetsu_Shoot_Movie,https://myanimelist.net/anime/2682/Aoki_Densetsu_Shoot_Movie/pics,6.68
3438,Bab Mook Ja,10458,Movie,1,2007 - 2007,784,https://myanimelist.net/anime/30053/Bab_Mook_Ja,https://myanimelist.net/anime/30053/Bab_Mook_Ja/pics,5.61
3439,One Piece: Episode of Luffy - Hand Island no Bouken,1457,Special,1,Dec 2012 - Dec 2012,50107,https://myanimelist.net/anime/16239/One_Piece__Episode_of_Luffy_-_Hand_Island_no_Bouken,https://myanimelist.net/anime/16239/One_Piece__Episode_of_Luffy_-_Hand_Island_no_Bouken/pics,7.58
3440,Halo Legends,4098,ONA,8,Nov 2009 - Feb 2010,40722,https://myanimelist.net/anime/6867/Halo_Legends,https://myanimelist.net/anime/6867/Halo_Legends/pics,6.98
3441,Cosplay Complex,9756,OVA,3,May 2002 - Oct 2002,12499,https://myanimelist.net/anime/982/Cosplay_Complex,https://myanimelist.net/anime/982/Cosplay_Complex/pics,5.79
3442,Hana no Mahoutsukai Mary Bell,4939,TV,50,Feb 1992 - Jan 1993,2996,https://myanimelist.net/anime/2804/Hana_no_Mahoutsukai_Mary_Bell,https://myanimelist.net/anime/2804/Hana_no_Mahoutsukai_Mary_Bell/pics,6.79
3443,Kakyuusei (TV),8005,TV,13,Jul 1999 - Sep 1999,6114,https://myanimelist.net/anime/2609/Kakyuusei_TV,https://myanimelist.net/anime/2609/Kakyuusei_TV/pics,6.18
3444,Selector Infected WIXOSS,2974,TV,12,Apr 2014 - Jun 2014,146985,https://myanimelist.net/anime/22273/Selector_Infected_WIXOSS,https://myanimelist.net/anime/22273/Selector_Infected_WIXOSS/pics,7.22
3445,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,5164,Special,1,Nov 2013 - Nov 2013,5591,https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi,https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi/pics,6.74
3446,Raiyantsuuri no Uta,4236,Movie,1,Jul 1994 - Jul 1994,1628,https://myanimelist.net/anime/9959/Raiyantsuuri_no_Uta,https://myanimelist.net/anime/9959/Raiyantsuuri_no_Uta/pics,6.94
3447,Qin Shi Mingyue: Kong Shan Niao Yu,7061,ONA,3,May 2014 - Jul 2014,910,https://myanimelist.net/anime/29935/Qin_Shi_Mingyue__Kong_Shan_Niao_Yu,https://myanimelist.net/anime/29935/Qin_Shi_Mingyue__Kong_Shan_Niao_Yu/pics,6.37
3448,Bakuon!! no Kobeya,8122,Special,4,Aug 2016 - Nov 2016,3503,https://myanimelist.net/anime/34623/Bakuon_no_Kobeya,https://myanimelist.net/anime/34623/Bakuon_no_Kobeya/pics,6.15
3449,Zukkoke Knight: Don De La Mancha,10934,TV,23,Apr 1980 - Sep 1980,817,https://myanimelist.net/anime/7808/Zukkoke_Knight__Don_De_La_Mancha,https://myanimelist.net/anime/7808/Zukkoke_Knight__Don_De_La_Mancha/pics,5.47
3450,Bihada Ichizoku,10037,TV,12,Oct 2008 - Dec 2008,4797,https://myanimelist.net/anime/4908/Bihada_Ichizoku,https://myanimelist.net/anime/4908/Bihada_Ichizoku/pics,5.72
3451,Neko Neko Nihonshi,7855,TV,32,Apr 2016 - Feb 2017,3127,https://myanimelist.net/anime/32572/Neko_Neko_Nihonshi,https://myanimelist.net/anime/32572/Neko_Neko_Nihonshi/pics,6.21
3452,Ihatov Gensou: Kenji no Haru,2745,Movie,1,Dec 1996 - Dec 1996,8461,https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru,https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru/pics,7.26
3453,Tobira wo Akete,10016,Movie,1,Nov 1986 - Nov 1986,2630,https://myanimelist.net/anime/3192/Tobira_wo_Akete,https://myanimelist.net/anime/3192/Tobira_wo_Akete/pics,5.73
3454,Battle Spirits: Sword Eyes,6318,TV,29,Sep 2012 - Mar 2013,2621,https://myanimelist.net/anime/14913/Battle_Spirits__Sword_Eyes,https://myanimelist.net/anime/14913/Battle_Spirits__Sword_Eyes/pics,6.51
